id,name,name_en,name_kana,lat,lon,place_type,is_in,old_name,all_tags
8726976708,"豊ケ丘五丁目","Toyogaoka 5-chome","とよがおか5ちょうめ",35.616789,139.43361,neighbourhood,"","","{""name"":""豊ケ丘五丁目"",""name:en"":""Toyogaoka 5-chome"",""name:ja"":""豊ケ丘五丁目"",""name:ja-Hira"":""とよがおか5ちょうめ"",""place"":""neighbourhood""}"
8726976709,"鶴牧一丁目","Tsurumaki 1-chome","つるまき1ちょうめ",35.62401,139.420167,neighbourhood,"","","{""name"":""鶴牧一丁目"",""name:en"":""Tsurumaki 1-chome"",""name:ja"":""鶴牧一丁目"",""name:ja-Hira"":""つるまき1ちょうめ"",""place"":""neighbourhood""}"
8726976710,"鶴牧三丁目","Tsurumaki 3-chome","つるまき3ちょうめ",35.618176,139.420274,neighbourhood,"","","{""name"":""鶴牧三丁目"",""name:en"":""Tsurumaki 3-chome"",""name:ja"":""鶴牧三丁目"",""name:ja-Hira"":""つるまき3ちょうめ"",""place"":""neighbourhood""}"
8726976711,"鶴牧四丁目","Tsurumaki 4-chome","つるまき4ちょうめ",35.613409,139.421135,neighbourhood,"","","{""name"":""鶴牧四丁目"",""name:en"":""Tsurumaki 4-chome"",""name:ja"":""鶴牧四丁目"",""name:ja-Hira"":""つるまき4ちょうめ"",""place"":""neighbourhood""}"
8726976712,"鶴牧五丁目","Tsurumaki 5-chome","つるまき5ちょうめ",35.611689,139.421212,neighbourhood,"","","{""name"":""鶴牧五丁目"",""name:en"":""Tsurumaki 5-chome"",""name:ja"":""鶴牧五丁目"",""name:ja-Hira"":""つるまき5ちょうめ"",""place"":""neighbourhood""}"
8726976713,"落合六丁目","Ochiai 6-chome","おちあい6ちょうめ",35.610932,139.426866,neighbourhood,"","","{""name"":""落合六丁目"",""name:en"":""Ochiai 6-chome"",""name:ja"":""落合六丁目"",""name:ja-Hira"":""おちあい6ちょうめ"",""place"":""neighbourhood""}"
8726976714,"南野二丁目","Minamino 2-chome","みなみの2ちょうめ",35.607807,139.432998,neighbourhood,"","","{""name"":""南野二丁目"",""name:en"":""Minamino 2-chome"",""name:ja"":""南野二丁目"",""name:ja-Hira"":""みなみの2ちょうめ"",""place"":""neighbourhood""}"
8726976715,"豊ケ丘二丁目","Toyogaoka 2-chome","とよがおか2ちょうめ",35.623927,139.434678,neighbourhood,"","","{""name"":""豊ケ丘二丁目"",""name:en"":""Toyogaoka 2-chome"",""name:ja"":""豊ケ丘二丁目"",""name:ja-Hira"":""とよがおか2ちょうめ"",""place"":""neighbourhood""}"
8726976716,"落合三丁目","Ochiai 3-chome","おちあい3ちょうめ",35.619155,139.430218,neighbourhood,"","","{""name"":""落合三丁目"",""name:en"":""Ochiai 3-chome"",""name:ja"":""落合三丁目"",""name:ja-Hira"":""おちあい3ちょうめ"",""place"":""neighbourhood""}"
8726976717,"高砂八丁目","Takasago 8-chome","たかさご8ちょうめ",35.754601,139.868069,neighbourhood,"","","{""name"":""高砂八丁目"",""name:en"":""Takasago 8-chome"",""name:ja"":""高砂八丁目"",""name:ja-Hira"":""たかさご8ちょうめ"",""place"":""neighbourhood""}"
